,[idKey],[TduCompanyName],[RepCompany],[Product],[kwh500],[kwh1000],[kwh2000],[Fees/Credits],[PrePaid],[TimeOfUse],[Fixed],[RateType],[Renewable],[TermValue],[CancelFee],[Website],[SpecialTerms],[TermsURL],[Promotion],[PromotionDesc],[FactsURL],[EnrollURL],[PrepaidURL],[EnrollPhone],[NewCustomer],[MinUsageFeesCredits],[Language],[Rating]
518,22012,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus 60 Choice,0.111,0.105,0.102,,False,False,1.0,Fixed,100.0,60.0,300.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/090175188226b03f.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-P12,,(844) 854-2260,False,False,English,4.0
146,22018,AEP TEXAS CENTRAL COMPANY,GREEN MOUNTAIN ENERGY COMPANY,Pollution Free e-Plus Choice,0.16699999999999998,0.158,0.154,"
",False,False,0.0,Variable,100.0,0.0,0.00,https://www.greenmountainenergy.com,Sign up for 100% Pollution Free Electricity today! This plan requires you to enroll in Tree Free billing and Auto Pay at greenmountain.com/myaccount within thirty (30) days of your service start date. Additional terms and conditions apply. See order confirmation page for details.,https://signup.greenmountain.com/files/0901751881a3001a.pdf,False,,https://signup.greenmountain.com/files/0901751881e90d5f.pdf,https://www.greenmountainenergy.com/gmec-lnd-tx-ptc/?sid=A3P_PTC_ERCOT_2015APR_PFe-PlusMTM,,(844) 854-2260,False,False,English,4.0
506,21921,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GridPlus Energy,Basic 3 Online Only,0.092,0.086,0.084,,False,False,1.0,Fixed,6.0,3.0,195.00,https://www.GridPlusEnergy.com,"Lock-in a straight forward and simple fixed rate for the term of your contract. Plus, you can pay for this plan with Cryptocurrencies (Bitcoin, Ethereum, and DAI). ONLINE ENROLLMENT REQUIRED.",https://bit.ly/2Rwg66q,False,,https://bit.ly/2RUTi0A,https://grid-enroll.smartgridcis.net/?pid=15&bypass=true&lang=en,,(844) 386-4743,True,False,English,
493,21329,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,GridPlus Energy,Basic 24 Online Only,0.111,0.105,0.10300000000000001,,False,False,1.0,Fixed,6.0,24.0,295.00,https://www.GridPlusEnergy.com,"Lock-in a straight forward and simple fixed rate for the term of your contract. Plus, you can pay for this plan with Cryptocurrencies (Bitcoin, Ethereum, and DAI).  ONLINE ENROLLMENT REQUIRED.",https://bit.ly/34CLIfh,False,,https://bit.ly/3bJTpE9,https://grid-enroll.smartgridcis.net/?pid=11&bypass=true&lang=en,,(844) 386-4743,True,False,English,
908,12060,TEXAS-NEW MEXICO POWER COMPANY,INFINITE ENERGY,3 Month Simple Plan,0.094,0.086,0.08199999999999999,,False,False,1.0,Fixed,4.0,3.0,50.00,https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Website,"Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.",https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,False,,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=TNMP&rateDescriptor=3-Month%20Simple&promoCode=PTC,https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Signup,,(877) 928-8766,False,False,English,4.0
441,18860,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFINITE ENERGY,3 Month Simple Plan,0.083,0.077,0.075,,False,False,1.0,Fixed,4.0,3.0,50.00,https://www.infiniteenergy.com/texas/electricity/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Website,"Call (877) 928-8766 to talk with a real U.S.-based Customer Care representative, Monday through Friday from 7 a.m. to 6 p.m. CST. Or sign up online at InfiniteEnergy.com.",https://api.infiniteenergy.com/enrollments/pdf/IE/terms-of-service?languagePreference=en_US,False,,https://api.infiniteenergy.com/enrollments/pdf/electricity-facts-label?businessEntityAliasId=2&ldcName=CenterPoint&rateDescriptor=3-Month%20Simple&promoCode=PTC,https://signup.infiniteenergy.com/?promoCode=PTC&utm_source=Power%20to%20Choose&utm_medium=enroll&utm_campaign=Simple%20Plan&utm_term=3&utm_content=Signup,,(877) 928-8766,False,False,English,4.0
484,21016,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,Essential Infusion 36,0.109,0.10099999999999999,0.098,,False,False,1.0,Fixed,16.0,36.0,375.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200222-134213-CENTERPT-Essential Infusion 36 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=935495&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
437,18779,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,Essential Infusion 3,0.078,0.07,0.066,,False,False,1.0,Fixed,16.0,3.0,100.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200205-102017-CENTERPT-Essential Infusion 3 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=924970&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
612,18786,ONCOR ELECTRIC DELIVERY COMPANY,INFUSE ENERGY LLC,Essential Infusion 3,0.071,0.065,0.062,,False,False,1.0,Fixed,16.0,3.0,100.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200205-102017-ONCORD-Essential Infusion 3 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=924971&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
79,18774,AEP TEXAS CENTRAL COMPANY,INFUSE ENERGY LLC,Essential Infusion 3,0.092,0.081,0.076,,False,False,1.0,Fixed,16.0,3.0,100.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200205-102017-AEPS-Essential Infusion 3 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=924968&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
867,18772,TEXAS-NEW MEXICO POWER COMPANY,INFUSE ENERGY LLC,Essential Infusion 24,0.12300000000000001,0.114,0.109,,False,False,1.0,Fixed,16.0,24.0,300.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200222-134213-TNMPH-Essential Infusion 24 (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=935492&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
388,12292,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,INFUSE ENERGY LLC,Keep It Simple Savings Flex,0.11599999999999999,0.106,0.10099999999999999,,False,False,0.0,Variable,16.0,1.0,0.00,https://www.infuseenergy.com/,"Affordable, hassle-free energy from Infuse Energy, the company that has your back. Offer only available for new Infuse Energy customers. This plan is not eligible to be used in conjunction with any referral or promotional codes.",http://dba4d476800d46d49629-8921003a898874cc7b56a2d8016f01f6.r82.cf5.rackcdn.com/Base/TOS-Base-20180913-000000-English%20(Resi%20+%20Sm%20Comm).pdf,False,,https://88fd201f32c53c2bd0fb-11ba98ed637230a2314ec7c228a44bda.ssl.cf5.rackcdn.com/202002/EFL-20200214-225217-CENTERPT-Keep It Simple Savings Flex (English).pdf,https://www.infuseenergy.com/signup/signup-step1/?id=930551&promotion=NONE&valid=N&referral=&landingpage=ptc,,(844) 463-8732,True,False,English,4.0
766,22674,TEXAS-NEW MEXICO POWER COMPANY,Iberdrola Texas,Wind by TX 36,0.146,0.135,0.13,,False,False,1.0,Fixed,100.0,36.0,250,https://iberdrolatexas.com/PTC?promo_code=PTC001,"100% renewable Texas wind content, with no hidden fees or base charges.",https://iberdrolatexas.com/cms/api/files/contents/IBRSOL-TX-TOS,False,,https://iberdrolatexas.com/cms/api/files/contents/EFL_36_Mo_Digital_TNP_GBO_Final,https://iberdrolatexas.com/PTC?promo_code=PTC001,,(844) 956-0456,True,False,English,
188,22909,AEP TEXAS CENTRAL COMPANY,Iberdrola Texas,Wind by TX 36,0.139,0.13,0.125,,False,False,1.0,Fixed,100.0,36.0,250,https://iberdrolatexas.com/PTC?promo_code=PTC001,"100% renewable Texas wind content, with no hidden fees or base charges.",https://iberdrolatexas.com/cms/api/files/contents/IBRSOL-TX-TOS,False,,https://iberdrolatexas.com/cms/api/files/contents/EFL_36_Mo_Digital_AEC_FEB_JB,https://iberdrolatexas.com/PTC?promo_code=PTC001,,(844) 956-0456,False,False,English,
299,17279,AEP TEXAS NORTH COMPANY,JUST ENERGY,PTC Plan - 24,0.134,0.131,0.13,,False,False,1.0,Fixed,10.0,24.0,175.00 per ESIID,,Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-877-587-8674,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=2vYDTpe3iPI=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=,False,,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=2vYDTpe3iPI=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.justenergy.com/affiliatepartner/ptc,,(866) 587-8674,True,False,English,1.0
852,17301,TEXAS-NEW MEXICO POWER COMPANY,JUST ENERGY,PTC Plan - 12,0.132,0.132,0.132,,False,False,1.0,Fixed,10.0,12.0,175.00 per ESIID,,Available for new customers only. This program includes additional fees. Please refer to the Electricity Facts Label for additional details. Call our Customer Hotline 1-877-587-8674,https://webs.justenergydeals.com/Generate_Docs/TosyracLink.aspx?RID=6BKdxGEwUeA=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=,False,,https://webs.justenergydeals.com/Generate_Docs/Generate_EflLinks.aspx?RID=6BKdxGEwUeA=&RCID=nnkoyMHsHd8=&L=6f+Ch9flI7k=&dt=2/5/2020,https://www.justenergy.com/affiliatepartner/ptc,,(866) 587-8674,True,False,English,1.0
286,18521,AEP TEXAS NORTH COMPANY,Liberty Power,TX Wind 18,0.149,0.139,0.134,,False,False,1.0,Fixed,100.0,18.0,100.00,https://www.libertypowercorp.com,"Our customer loyalty program is offered to new and existing customers that sign up for or renew onto a fixed-rate plan. You'll receive two $25 gift cards, one at 3 months and another at 12 months - for a total of $50!",https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,True,,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=2&productBrandId=101&term=18&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,,(866) 769-3799,False,False,English,1.0
434,18537,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Liberty Power,TX Wind 24,0.149,0.14300000000000002,0.141,,False,False,1.0,Fixed,100.0,24.0,"100 IF <12mos, $200 IF =>12mos",https://www.libertypowercorp.com,"Our customer loyalty program is offered to new and existing customers that sign up for or renew onto a fixed-rate plan. You'll receive two $25 gift cards, one at 3 months and another at 12 months - for a total of $50!",https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,True,,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=3&productBrandId=101&term=24&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,,(866) 769-3799,False,False,English,1.0
433,18536,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Liberty Power,TX Wind 18,0.152,0.146,0.14400000000000002,,False,False,1.0,Fixed,100.0,18.0,100.00,https://www.libertypowercorp.com,"Our customer loyalty program is offered to new and existing customers that sign up for or renew onto a fixed-rate plan. You'll receive two $25 gift cards, one at 3 months and another at 12 months - for a total of $50!",https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,True,,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=3&productBrandId=101&term=18&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,,(866) 769-3799,False,False,English,1.0
76,18520,AEP TEXAS CENTRAL COMPANY,Liberty Power,TX Wind 36,0.135,0.126,0.121,,False,False,1.0,Fixed,100.0,36.0,"100 IF <12mos, $200 IF =>12mos",https://www.libertypowercorp.com,"Our customer loyalty program is offered to new and existing customers that sign up for or renew onto a fixed-rate plan. You'll receive two $25 gift cards, one at 3 months and another at 12 months - for a total of $50!",https://www.libertypowercorp.com/wp-content/uploads/2018/07/TCC_TX.pdf,True,,https://dataservice.libertypowercorp.com/crmdataservice/api/onlineenrollment/v1/document/efl?utilityId=1&productBrandId=101&term=36&accountType=RES&languageId=1&showInline=true,https://www.libertypowercorp.com/?utm_source=powertochoosetx&utm_medium=referral&utm_campaign=ptctx,,(866) 769-3799,False,False,English,1.0
112,20789,AEP TEXAS CENTRAL COMPANY,Lone Star Energy,Lone Star Green 36 ,0.125,0.12,0.11699999999999999,,False,False,1.0,Fixed,100.0,36.0,20/month remaining ,https://lonestarenergytx.com/home,No fossil fuels here! 100% renewable plan. $4.95 flat fee per billing cycle. ,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.lonestarenergytx.com/EmailHTML/efl.aspx?RateID=362&BrandID=2&PromoCodeID=121&ProductID=3&AccountNumber=&ZipCode=,https://lonestarenergytx.com/enrollment?promocode=PTC,,(888) 853-2882,False,False,English,1.0
823,20805,TEXAS-NEW MEXICO POWER COMPANY,Lone Star Energy,Lone Star Fixed 12 ,0.133,0.128,0.125,,False,False,1.0,Fixed,15.0,12.0,20/month remaining ,https://lonestarenergytx.com/home,Enjoy peace of mind with a low rate guaranteed for one year!	$4.95 flat fee per billing cycle.,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://lonestarenergytx.com/EmailHTML/efl.aspx?RateID=511&BrandID=2&PromoCodeID=281,https://lonestarenergytx.com/enrollment?promocode=PTC,,(888) 853-2882,False,False,English,1.0
254,20793,AEP TEXAS NORTH COMPANY,Lone Star Energy,Lone Star Green 12 ,0.141,0.136,0.133,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,https://lonestarenergytx.com/home,No fossil fuels here! 100% renewable plan. $4.95 flat fee per billing cycle.,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.lonestarenergytx.com/EmailHTML/efl.aspx?RateID=508&BrandID=2&PromoCodeID=121&ProductID=3&AccountNumber=&ZipCode=,https://lonestarenergytx.com/enrollment?promocode=PTC,,(888) 853-2882,False,False,English,1.0
472,20798,CENTERPOINT ENERGY HOUSTON ELECTRIC LLC,Lone Star Energy,Lone Star Green 12 ,0.125,0.12,0.11699999999999999,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,https://lonestarenergytx.com/home,No fossil fuels here! 100% renewable plan. $4.95 flat fee per billing cycle.,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://www.lonestarenergytx.com/EmailHTML/efl.aspx?RateID=509&BrandID=2&PromoCodeID=121&ProductID=3&AccountNumber=&ZipCode=,https://lonestarenergytx.com/enrollment?promocode=PTC,,(888) 853-2882,False,False,English,1.0
111,20788,AEP TEXAS CENTRAL COMPANY,Lone Star Energy,Lone Star Green 12 ,0.13,0.125,0.122,,False,False,1.0,Fixed,100.0,12.0,20/month remaining ,https://lonestarenergytx.com/home,No fossil fuels here! 100% renewable plan. $4.95 flat fee per billing cycle. ,https://lonestarenergytx.com/docs/default-source/enrollment-files/tos.pdf,False,,https://lonestarenergytx.com/EmailHTML/efl.aspx?RateID=507&BrandID=2&PromoCodeID=121&ProductID=3,https://lonestarenergytx.com/enrollment?promocode=PTC,,(888) 853-2882,False,False,English,1.0
319,13322,AEP TEXAS NORTH COMPANY,MIDAMERICAN ENERGY SERVICES LLC,Fixed Generation Supply,0.12300000000000001,0.113,0.10800000000000001,,False,False,1.0,Fixed,10.0,12.0,20.00 per month left in term,http://www.midamericanenergyservices.com,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2908&planId=5784&typeId=3,False,,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/GetDocument?programId=2908&planId=5784&typeId=1,https://www.midamericanenergyservices.com/ResidentialSmallBusiness/Offers?ProgramId=2908,,(800) 342-3346,False,False,English,5.0
